,temperature,density,real_ufrac,delta_phi,stable,pres
269,765,27848.484848484848,-0.035403736381812045,-0.8199430750727771,1,-901.3380766132045
270,765,28409.09090909091,-0.006854610893242352,-0.8024989142490665,1,-907.9288125167202
271,765,28969.69696969697,0.020720977243359195,-0.7856324241704152,1,-912.5528816712803
272,765,29530.303030303032,0.04732096118499163,-0.7693465411027102,1,-915.05541630398
273,765,30090.909090909092,0.07294384313512803,-0.7536447190993872,1,-915.2731202441669
274,765,30651.515151515152,0.09758854237753511,-0.7385310248298089,1,-913.0348986642961
275,765,31212.121212121212,0.12125421550682103,-0.7240102559974171,1,-908.1623993664551
276,765,31772.727272727272,0.1439400696470785,-0.7100880633703018,1,-900.4703370423218
277,765,32333.333333333336,0.16564518751197366,-0.6967710583741727,1,-889.7665446975772
278,765,32893.93939393939,0.1863683774592534,-0.684066893875654,1,-875.851771171577
279,765,33454.545454545456,0.20610805449770553,-0.671984312945949,1,-858.5192970383175
280,765,34015.15151515152,0.22486215170032264,-0.660533166857555,1,-837.5544615603657
281,765,34575.757575757576,0.24262805707232438,-0.6497244079229041,1,-812.7341830081889
282,765,35136.36363636364,0.25940256902426806,-0.6395700646276505,1,-783.8265257060311
283,765,35696.969696969696,0.27518186376632114,-0.6300832062867991,1,-750.5903347627058
284,765,36257.57575757576,0.28996146930721456,-0.6212779030230925,1,-712.7749353360464
285,765,36818.181818181816,0.3037362424268486,-0.6131691851190215,1,-670.119882524774
286,765,37378.78787878788,0.3165003463917645,-0.6057730043309727,1,-622.3547492804339
287,765,37939.39393939394,0.3282472280436114,-0.599106198831565,1,-569.1989480846079
288,765,38500.0,0.3389695932447935,-0.5931864630326652,1,-510.3615919782659
289,765,39060.606060606064,0.3486593796978191,-0.5880323234525455,1,-445.5414078659916
290,765,39621.21212121212,0.35730772606751215,-0.5836631218247648,1,-374.4267181187464
291,765,40181.818181818184,0.36490493628738174,-0.5800990066449228,1,-296.6955054842871
292,765,40742.42424242424,0.37144043799804094,-0.5773609342398227,1,-212.0155722893483
293,765,41303.030303030304,0.37690273426247145,-0.5754706802061481,1,-120.04479920763299
294,765,41863.63636363637,0.3812793480058312,-0.5744508617269312,1,-20.431502586725845
295,765,42424.242424242424,0.38455675899170894,-0.5743249708785464,1,87.18511675261006
296,765,42984.84848484849,0.386720333532244,-0.5751174186286111,1,203.17444572879313
297,765,43545.454545454544,0.3877542474948591,-0.5768535888373505,1,327.91386914220146
298,765,44106.06060606061,0.3876414034889436,-0.579559901236021,1,461.7881379806773
299,765,44666.66666666667,0.38636334336946865,-0.5832638820878286,1,605.1887182373288
300,765,45227.27272727273,0.38390015737103256,-0.5879942410493161,1,758.5131435007428
301,765,45787.87878787879,0.38023039128165914,-0.5937809526466761,1,922.1643943284116
302,765,46348.48484848485,0.3753309530792188,-0.6006553407631398,1,1096.550326105901
303,765,46909.09090909091,0.36917702039501477,-0.6086501645897568,1,1282.0831648648311
304,765,47469.69696969697,0.3617419500426834,-0.6177997046184025,1,1479.179087556235
305,765,48030.30303030303,0.3529971906728794,-0.6281398474356192,1,1688.2578997400396
306,765,48590.909090909096,0.3429121993930401,-0.6397081683008458,1,1909.7428197530517
307,765,49151.51515151515,0.33145436294368835,-0.6525440107455877,1,2144.0603743520546
308,765,49712.121212121216,0.31858892375899284,-0.6666885627001251,1,2391.640406775797
309,765,50272.72727272727,0.3042789109721684,-0.6821849289286926,1,2652.9161942941687
310,765,50833.333333333336,0.288485076164538,-0.6990781998237193,1,2928.3246687588603
311,765,51393.93939393939,0.27116583341383016,-0.7174155168613469,1,3218.3067305471354
312,765,51954.545454545456,0.2522772029732907,-0.7372461352531521,1,3523.3076436908473
313,765,52515.15151515152,0.2317727577194808,-0.7586214845315924,1,3843.777497961577
314,765,53075.757575757576,0.20960357134315877,-0.7815952279791074,1,4180.171722268905
315,765,53636.36363636364,0.18571816712707423,-0.806223321950257,1,4532.9516329280905
316,765,54196.969696969696,0.160062466057327,-0.8325640762421805,1,4902.585000140972
317,765,54757.57575757576,0.13257973294952652,-0.8606782167425827,1,5289.546616369992
318,765,55318.18181818182,0.10321051923525937,-0.8906289516283992,1,5694.318851109532
319,765,55878.78787878788,0.07189260104492157,-0.9224820424056301,1,6117.392177800197
320,765,56439.39393939394,0.038560911236199646,-0.9563058810751189,1,6559.2656602070465
321,765,57000.0,0.0031474640489687067,-0.992171574684692,1,7020.447387409404
322,835,1500.0,-2.217576084377322,-2.253947856425336,1,-5.909165263680719
323,835,2060.6060606060605,-2.19796150340243,-2.248506321035838,1,-11.044866784403716
324,835,2621.212121212121,-2.17391213308482,-2.238935097005925,1,-17.676460398081478
325,835,3181.818181818182,-2.14588670577396,-2.2256852242688225,1,-25.728787881052856
326,835,3742.4242424242425,-2.1143181256293375,-2.209181089535627,1,-35.12109606990497
